,customer_id,address,postcode,state,first_name,last_name,gender,past_3_years_bike_related_purchases,DOB,job_title,job_industry_category,owns_car,transaction_id,product_id,transaction_date,online_order,order_status,brand,product_line,product_class,product_size,list_price,standard_cost,name,year,month,day,day_of_week,quarter,age,total_profit,age_range,adresses,lat,long
16081,2806,3140 Hudson Road,3130,Victoria,Thorndike,Glossop,Male,60,1986-05-18,AnalystI,Manufacturing,Yes,16975,50,2017-10-20,0.0,Approved,WeareA2B,Standard,medium,small,175.89,131.92,Thorndike Glossop,2017,10,20,Friday,2017Q4,37,43.97,30-39,3130 Victoria Australia,-37.8258214,145.1541397
16082,2806,3140 Hudson Road,3130,Victoria,Thorndike,Glossop,Male,60,1986-05-18,AnalystI,Manufacturing,Yes,19846,71,2017-09-07,0.0,Approved,Solex,Standard,high,large,1842.92,1105.75,Thorndike Glossop,2017,9,7,Thursday,2017Q3,37,737.1700000000001,30-39,3130 Victoria Australia,-37.8258214,145.1541397
16083,2806,3140 Hudson Road,3130,Victoria,Thorndike,Glossop,Male,60,1986-05-18,AnalystI,Manufacturing,Yes,8993,1,2017-06-08,0.0,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,Thorndike Glossop,2017,6,8,Thursday,2017Q2,37,448.67999999999995,30-39,3130 Victoria Australia,-37.8258214,145.1541397
16084,2806,3140 Hudson Road,3130,Victoria,Thorndike,Glossop,Male,60,1986-05-18,AnalystI,Manufacturing,Yes,13086,1,2017-02-06,0.0,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,Thorndike Glossop,2017,2,6,Monday,2017Q1,37,448.67999999999995,30-39,3130 Victoria Australia,-37.8258214,145.1541397
16085,2806,3140 Hudson Road,3130,Victoria,Thorndike,Glossop,Male,60,1986-05-18,AnalystI,Manufacturing,Yes,9717,84,2017-02-01,0.0,Approved,Trek Bicycles,Road,medium,medium,290.62,215.14,Thorndike Glossop,2017,2,1,Wednesday,2017Q1,37,75.48000000000002,30-39,3130 Victoria Australia,-37.8258214,145.1541397
16086,2806,3140 Hudson Road,3130,Victoria,Thorndike,Glossop,Male,60,1986-05-18,AnalystI,Manufacturing,Yes,7887,24,2017-01-20,0.0,Approved,Solex,Road,medium,large,1777.8,820.78,Thorndike Glossop,2017,1,20,Friday,2017Q1,37,957.02,30-39,3130 Victoria Australia,-37.8258214,145.1541397
16087,2806,3140 Hudson Road,3130,Victoria,Thorndike,Glossop,Male,60,1986-05-18,AnalystI,Manufacturing,Yes,7549,17,2017-01-10,0.0,Approved,Solex,Standard,high,medium,1024.66,614.8,Thorndike Glossop,2017,1,10,Tuesday,2017Q1,37,409.8600000000001,30-39,3130 Victoria Australia,-37.8258214,145.1541397
16088,2807,441 Superior Junction,2320,New South Wales,Lynna,Revens,Female,9,1957-06-18,Senior Editor,Manufacturing,Yes,13977,28,2017-01-11,1.0,Approved,Norco Bicycles,Standard,medium,small,1216.14,1082.36,Lynna Revens,2017,1,11,Wednesday,2017Q1,66,133.7800000000002,over 60,2320 New South Wales Australia,-32.7147232,151.5369624
16089,2808,1 Elgar Street,2010,New South Wales,Preston,Tinkham,Male,68,2001-06-29,Actuary,Financial Services,Yes,17250,68,2017-12-24,0.0,Approved,OHM Cycles,Standard,medium,medium,1636.9,44.71,Preston Tinkham,2017,12,24,Sunday,2017Q4,22,1592.19,20-29,2010 New South Wales Australia,-33.8851098,151.2140673
16090,2808,1 Elgar Street,2010,New South Wales,Preston,Tinkham,Male,68,2001-06-29,Actuary,Financial Services,Yes,3908,7,2017-09-23,1.0,Approved,Trek Bicycles,Road,low,medium,980.37,234.43,Preston Tinkham,2017,9,23,Saturday,2017Q3,22,745.94,20-29,2010 New South Wales Australia,-33.8851098,151.2140673
16091,2808,1 Elgar Street,2010,New South Wales,Preston,Tinkham,Male,68,2001-06-29,Actuary,Financial Services,Yes,10079,51,2017-08-13,0.0,Approved,OHM Cycles,Standard,high,medium,2005.66,1203.4,Preston Tinkham,2017,8,13,Sunday,2017Q3,22,802.26,20-29,2010 New South Wales Australia,-33.8851098,151.2140673
16092,2808,1 Elgar Street,2010,New South Wales,Preston,Tinkham,Male,68,2001-06-29,Actuary,Financial Services,Yes,5203,54,2017-07-03,1.0,Approved,WeareA2B,Standard,medium,medium,1292.84,13.44,Preston Tinkham,2017,7,3,Monday,2017Q3,22,1279.3999999999999,20-29,2010 New South Wales Australia,-33.8851098,151.2140673
16093,2808,1 Elgar Street,2010,New South Wales,Preston,Tinkham,Male,68,2001-06-29,Actuary,Financial Services,Yes,18870,58,2017-05-19,0.0,Approved,OHM Cycles,Standard,medium,medium,912.52,141.4,Preston Tinkham,2017,5,19,Friday,2017Q2,22,771.12,20-29,2010 New South Wales Australia,-33.8851098,151.2140673
16094,2809,46 Independence Parkway,3065,Victoria,Jenilee,Lonsbrough,Female,44,1969-08-11,Statistician IV,Retail,No,11372,85,2017-10-08,1.0,Approved,WeareA2B,Standard,medium,medium,752.64,205.36,Jenilee Lonsbrough,2017,10,8,Sunday,2017Q4,53,547.28,50-59,3065 Victoria Australia,-37.7974551,144.9804594
16095,2809,46 Independence Parkway,3065,Victoria,Jenilee,Lonsbrough,Female,44,1969-08-11,Statistician IV,Retail,No,1820,69,2017-08-07,0.0,Approved,Giant Bicycles,Road,medium,medium,792.9,594.68,Jenilee Lonsbrough,2017,8,7,Monday,2017Q3,53,198.22000000000003,50-59,3065 Victoria Australia,-37.7974551,144.9804594
16096,2809,46 Independence Parkway,3065,Victoria,Jenilee,Lonsbrough,Female,44,1969-08-11,Statistician IV,Retail,No,4667,36,2017-05-25,0.0,Approved,Solex,Standard,low,medium,945.04,507.58,Jenilee Lonsbrough,2017,5,25,Thursday,2017Q2,53,437.46,50-59,3065 Victoria Australia,-37.7974551,144.9804594
16103,2811,32 Banding Center,2141,New South Wales,Sharia,Allkins,Female,29,1976-11-29,Auditor,Property,No,18387,19,2017-12-05,0.0,Approved,OHM Cycles,Road,high,large,12.01,7.21,Sharia Allkins,2017,12,5,Tuesday,2017Q4,46,4.8,40-49,2141 New South Wales Australia,-33.8719405,151.0413133
16104,2811,32 Banding Center,2141,New South Wales,Sharia,Allkins,Female,29,1976-11-29,Auditor,Property,No,11203,13,2017-05-30,1.0,Approved,Solex,Standard,medium,medium,1163.89,589.27,Sharia Allkins,2017,5,30,Tuesday,2017Q2,46,574.6200000000001,40-49,2141 New South Wales Australia,-33.8719405,151.0413133
16105,2811,32 Banding Center,2141,New South Wales,Sharia,Allkins,Female,29,1976-11-29,Auditor,Property,No,16825,9,2017-05-03,1.0,Approved,OHM Cycles,Road,medium,medium,742.54,667.4,Sharia Allkins,2017,5,3,Wednesday,2017Q2,46,75.13999999999999,40-49,2141 New South Wales Australia,-33.8719405,151.0413133
16106,2811,32 Banding Center,2141,New South Wales,Sharia,Allkins,Female,29,1976-11-29,Auditor,Property,No,12677,10,2017-04-05,1.0,Approved,WeareA2B,Touring,medium,medium,1466.68,363.25,Sharia Allkins,2017,4,5,Wednesday,2017Q2,46,1103.43,40-49,2141 New South Wales Australia,-33.8719405,151.0413133
16107,2811,32 Banding Center,2141,New South Wales,Sharia,Allkins,Female,29,1976-11-29,Auditor,Property,No,10935,21,2017-01-28,1.0,Approved,Solex,Standard,medium,large,1071.23,380.74,Sharia Allkins,2017,1,28,Saturday,2017Q1,46,690.49,40-49,2141 New South Wales Australia,-33.8719405,151.0413133
16114,2813,64 Village Green Pass,2048,New South Wales,Lillian,Crookall,Female,51,1953-09-10,Engineer,Manufacturing,Yes,1042,17,2017-06-09,0.0,Approved,Solex,Standard,high,medium,1024.66,614.8,Lillian Crookall,2017,6,9,Friday,2017Q2,69,409.8600000000001,over 60,2048 New South Wales Australia,-33.8920561,151.165081
16116,2813,64 Village Green Pass,2048,New South Wales,Lillian,Crookall,Female,51,1953-09-10,Engineer,Manufacturing,Yes,10246,39,2017-03-20,1.0,Approved,Giant Bicycles,Standard,medium,large,1812.75,582.48,Lillian Crookall,2017,3,20,Monday,2017Q1,69,1230.27,over 60,2048 New South Wales Australia,-33.8920561,151.165081
16117,2813,64 Village Green Pass,2048,New South Wales,Lillian,Crookall,Female,51,1953-09-10,Engineer,Manufacturing,Yes,9976,56,2017-03-17,0.0,Approved,OHM Cycles,Standard,medium,medium,183.86,137.9,Lillian Crookall,2017,3,17,Friday,2017Q1,69,45.96000000000001,over 60,2048 New South Wales Australia,-33.8920561,151.165081
16118,2813,64 Village Green Pass,2048,New South Wales,Lillian,Crookall,Female,51,1953-09-10,Engineer,Manufacturing,Yes,12500,25,2017-01-30,0.0,Approved,Giant Bicycles,Road,medium,medium,1538.99,829.65,Lillian Crookall,2017,1,30,Monday,2017Q1,69,709.34,over 60,2048 New South Wales Australia,-33.8920561,151.165081
16119,2814,46100 Jay Place,4075,Queensland,Mandel,Hellyar,Male,42,1986-01-18,Junior Executive,Property,Yes,660,87,2017-12-17,0.0,Approved,OHM Cycles,Standard,medium,medium,1636.9,44.71,Mandel Hellyar,2017,12,17,Sunday,2017Q4,37,1592.19,30-39,4075 Queensland Australia,-27.5443032,152.9823847
16120,2814,46100 Jay Place,4075,Queensland,Mandel,Hellyar,Male,42,1986-01-18,Junior Executive,Property,Yes,13857,79,2017-07-17,1.0,Approved,Solex,Touring,medium,large,2083.94,675.03,Mandel Hellyar,2017,7,17,Monday,2017Q3,37,1408.91,30-39,4075 Queensland Australia,-27.5443032,152.9823847
16121,2814,46100 Jay Place,4075,Queensland,Mandel,Hellyar,Male,42,1986-01-18,Junior Executive,Property,Yes,10284,61,2017-02-18,0.0,Approved,Norco Bicycles,Standard,medium,small,586.45,521.94,Mandel Hellyar,2017,2,18,Saturday,2017Q1,37,64.50999999999999,30-39,4075 Queensland Australia,-27.5443032,152.9823847
16122,2814,46100 Jay Place,4075,Queensland,Mandel,Hellyar,Male,42,1986-01-18,Junior Executive,Property,Yes,8705,0,2017-01-13,0.0,Approved,Norco Bicycles,Road,medium,medium,544.05,376.84,Mandel Hellyar,2017,1,13,Friday,2017Q1,37,167.20999999999998,30-39,4075 Queensland Australia,-27.5443032,152.9823847
16132,2816,515 Warrior Pass,4226,Queensland,Denys,Dumingos,Female,87,1989-11-25,Administrative Assistant II,Financial Services,Yes,3414,1,2017-12-22,0.0,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,Denys Dumingos,2017,12,22,Friday,2017Q4,33,448.67999999999995,30-39,4226 Queensland Australia,-28.0648601,153.3859379
16133,2816,515 Warrior Pass,4226,Queensland,Denys,Dumingos,Female,87,1989-11-25,Administrative Assistant II,Financial Services,Yes,18501,16,2017-12-01,0.0,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11,Denys Dumingos,2017,12,1,Friday,2017Q4,33,182.81000000000017,30-39,4226 Queensland Australia,-28.0648601,153.3859379
16134,2816,515 Warrior Pass,4226,Queensland,Denys,Dumingos,Female,87,1989-11-25,Administrative Assistant II,Financial Services,Yes,16409,37,2017-11-30,0.0,Approved,OHM Cycles,Standard,low,medium,1793.43,248.82,Denys Dumingos,2017,11,30,Thursday,2017Q4,33,1544.6100000000001,30-39,4226 Queensland Australia,-28.0648601,153.3859379
16135,2816,515 Warrior Pass,4226,Queensland,Denys,Dumingos,Female,87,1989-11-25,Administrative Assistant II,Financial Services,Yes,18543,57,2017-11-15,1.0,Approved,WeareA2B,Touring,medium,large,1890.39,260.14,Denys Dumingos,2017,11,15,Wednesday,2017Q4,33,1630.25,30-39,4226 Queensland Australia,-28.0648601,153.3859379
16136,2816,515 Warrior Pass,4226,Queensland,Denys,Dumingos,Female,87,1989-11-25,Administrative Assistant II,Financial Services,Yes,15493,1,2017-11-14,1.0,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,Denys Dumingos,2017,11,14,Tuesday,2017Q4,33,448.67999999999995,30-39,4226 Queensland Australia,-28.0648601,153.3859379
16137,2816,515 Warrior Pass,4226,Queensland,Denys,Dumingos,Female,87,1989-11-25,Administrative Assistant II,Financial Services,Yes,3106,62,2017-10-08,1.0,Approved,Solex,Standard,medium,medium,478.16,298.72,Denys Dumingos,2017,10,8,Sunday,2017Q4,33,179.44,30-39,4226 Queensland Australia,-28.0648601,153.3859379
16138,2816,515 Warrior Pass,4226,Queensland,Denys,Dumingos,Female,87,1989-11-25,Administrative Assistant II,Financial Services,Yes,7171,34,2017-10-03,1.0,Approved,Norco Bicycles,Road,high,large,774.53,464.72,Denys Dumingos,2017,10,3,Tuesday,2017Q4,33,309.80999999999995,30-39,4226 Queensland Australia,-28.0648601,153.3859379
16139,2816,515 Warrior Pass,4226,Queensland,Denys,Dumingos,Female,87,1989-11-25,Administrative Assistant II,Financial Services,Yes,18282,41,2017-09-02,1.0,Approved,Solex,Road,medium,medium,416.98,312.74,Denys Dumingos,2017,9,2,Saturday,2017Q3,33,104.24000000000001,30-39,4226 Queensland Australia,-28.0648601,153.3859379
16140,2816,515 Warrior Pass,4226,Queensland,Denys,Dumingos,Female,87,1989-11-25,Administrative Assistant II,Financial Services,Yes,13511,48,2017-08-03,1.0,Approved,WeareA2B,Standard,medium,medium,1762.96,950.52,Denys Dumingos,2017,8,3,Thursday,2017Q3,33,812.44,30-39,4226 Queensland Australia,-28.0648601,153.3859379
16141,2816,515 Warrior Pass,4226,Queensland,Denys,Dumingos,Female,87,1989-11-25,Administrative Assistant II,Financial Services,Yes,18034,60,2017-03-11,0.0,Approved,Giant Bicycles,Standard,high,small,1977.36,1759.85,Denys Dumingos,2017,3,11,Saturday,2017Q1,33,217.51,30-39,4226 Queensland Australia,-28.0648601,153.3859379
16142,2817,6137 Scoville Center,2120,New South Wales,Agata,Inglesent,Female,33,1987-02-28,Senior Financial Analyst,Financial Services,Yes,3599,25,2017-12-15,1.0,Approved,Giant Bicycles,Road,medium,medium,1538.99,829.65,Agata Inglesent,2017,12,15,Friday,2017Q4,36,709.34,30-39,2120 New South Wales Australia,-33.7274311,151.0762495
16143,2817,6137 Scoville Center,2120,New South Wales,Agata,Inglesent,Female,33,1987-02-28,Senior Financial Analyst,Financial Services,Yes,18641,52,2017-10-14,0.0,Approved,OHM Cycles,Road,medium,medium,1280.28,829.51,Agata Inglesent,2017,10,14,Saturday,2017Q4,36,450.77,30-39,2120 New South Wales Australia,-33.7274311,151.0762495
16144,2817,6137 Scoville Center,2120,New South Wales,Agata,Inglesent,Female,33,1987-02-28,Senior Financial Analyst,Financial Services,Yes,3300,99,2017-02-03,0.0,Approved,OHM Cycles,Standard,medium,medium,1227.34,770.89,Agata Inglesent,2017,2,3,Friday,2017Q1,36,456.44999999999993,30-39,2120 New South Wales Australia,-33.7274311,151.0762495
16149,2819,4 American Ash Circle,2211,New South Wales,Clyve,Starmont,Male,63,1977-12-04,Executive Secretary,Manufacturing,No,15718,48,2017-07-21,1.0,Approved,WeareA2B,Standard,medium,medium,1762.96,950.52,Clyve Starmont,2017,7,21,Friday,2017Q3,45,812.44,40-49,2211 New South Wales Australia,-33.9608964,151.0296696
16150,2819,4 American Ash Circle,2211,New South Wales,Clyve,Starmont,Male,63,1977-12-04,Executive Secretary,Manufacturing,No,10363,10,2017-03-29,0.0,Approved,WeareA2B,Touring,medium,medium,1466.68,363.25,Clyve Starmont,2017,3,29,Wednesday,2017Q1,45,1103.43,40-49,2211 New South Wales Australia,-33.9608964,151.0296696
16151,2819,4 American Ash Circle,2211,New South Wales,Clyve,Starmont,Male,63,1977-12-04,Executive Secretary,Manufacturing,No,10949,80,2017-01-13,1.0,Approved,OHM Cycles,Touring,low,medium,1073.07,933.84,Clyve Starmont,2017,1,13,Friday,2017Q1,45,139.2299999999999,40-49,2211 New South Wales Australia,-33.9608964,151.0296696
16152,2819,4 American Ash Circle,2211,New South Wales,Clyve,Starmont,Male,63,1977-12-04,Executive Secretary,Manufacturing,No,305,77,2017-01-04,0.0,Approved,Norco Bicycles,Road,medium,large,1240.31,795.1,Clyve Starmont,2017,1,4,Wednesday,2017Q1,45,445.2099999999999,40-49,2211 New South Wales Australia,-33.9608964,151.0296696
16153,2820,68 Roth Crossing,2295,New South Wales,Tristam,Gutcher,Male,44,1979-03-01,Engineer I,Manufacturing,Yes,16837,64,2017-11-02,1.0,Approved,Trek Bicycles,Standard,medium,large,1469.44,596.55,Tristam Gutcher,2017,11,2,Thursday,2017Q4,44,872.8900000000001,40-49,2295 New South Wales Australia,-32.8674273,151.7999723
16154,2820,68 Roth Crossing,2295,New South Wales,Tristam,Gutcher,Male,44,1979-03-01,Engineer I,Manufacturing,Yes,2659,74,2017-10-08,1.0,Approved,WeareA2B,Standard,medium,medium,1228.07,400.91,Tristam Gutcher,2017,10,8,Sunday,2017Q4,44,827.1599999999999,40-49,2295 New South Wales Australia,-32.8674273,151.7999723
16155,2820,68 Roth Crossing,2295,New South Wales,Tristam,Gutcher,Male,44,1979-03-01,Engineer I,Manufacturing,Yes,17632,12,2017-09-13,0.0,Approved,WeareA2B,Standard,medium,medium,1231.15,161.6,Tristam Gutcher,2017,9,13,Wednesday,2017Q3,44,1069.5500000000002,40-49,2295 New South Wales Australia,-32.8674273,151.7999723
16156,2820,68 Roth Crossing,2295,New South Wales,Tristam,Gutcher,Male,44,1979-03-01,Engineer I,Manufacturing,Yes,444,33,2017-09-10,0.0,Approved,Giant Bicycles,Standard,medium,small,1311.44,1167.18,Tristam Gutcher,2017,9,10,Sunday,2017Q3,44,144.26,40-49,2295 New South Wales Australia,-32.8674273,151.7999723
16157,2820,68 Roth Crossing,2295,New South Wales,Tristam,Gutcher,Male,44,1979-03-01,Engineer I,Manufacturing,Yes,14375,80,2017-06-18,0.0,Approved,OHM Cycles,Touring,low,medium,1073.07,933.84,Tristam Gutcher,2017,6,18,Sunday,2017Q2,44,139.2299999999999,40-49,2295 New South Wales Australia,-32.8674273,151.7999723
16158,2820,68 Roth Crossing,2295,New South Wales,Tristam,Gutcher,Male,44,1979-03-01,Engineer I,Manufacturing,Yes,15576,68,2017-04-01,1.0,Approved,OHM Cycles,Standard,medium,medium,1636.9,44.71,Tristam Gutcher,2017,4,1,Saturday,2017Q2,44,1592.19,40-49,2295 New South Wales Australia,-32.8674273,151.7999723
16159,2820,68 Roth Crossing,2295,New South Wales,Tristam,Gutcher,Male,44,1979-03-01,Engineer I,Manufacturing,Yes,16173,97,2017-01-18,0.0,Approved,Solex,Standard,medium,large,202.62,151.96,Tristam Gutcher,2017,1,18,Wednesday,2017Q1,44,50.66,40-49,2295 New South Wales Australia,-32.8674273,151.7999723
16160,2821,859 Harbort Alley,2099,New South Wales,Fairlie,Alasdair,Male,13,1985-01-23,Human Resources Assistant III,Property,No,18425,23,2017-11-09,1.0,Approved,Norco Bicycles,Mountain,low,small,688.63,612.88,Fairlie Alasdair,2017,11,9,Thursday,2017Q4,38,75.75,30-39,2099 New South Wales Australia,-33.7500081,151.2860306
16161,2821,859 Harbort Alley,2099,New South Wales,Fairlie,Alasdair,Male,13,1985-01-23,Human Resources Assistant III,Property,No,8847,97,2017-08-11,0.0,Approved,Solex,Standard,medium,large,202.62,151.96,Fairlie Alasdair,2017,8,11,Friday,2017Q3,38,50.66,30-39,2099 New South Wales Australia,-33.7500081,151.2860306
16162,2821,859 Harbort Alley,2099,New South Wales,Fairlie,Alasdair,Male,13,1985-01-23,Human Resources Assistant III,Property,No,459,51,2017-04-29,1.0,Approved,OHM Cycles,Standard,high,medium,2005.66,1203.4,Fairlie Alasdair,2017,4,29,Saturday,2017Q2,38,802.26,30-39,2099 New South Wales Australia,-33.7500081,151.2860306
16163,2821,859 Harbort Alley,2099,New South Wales,Fairlie,Alasdair,Male,13,1985-01-23,Human Resources Assistant III,Property,No,3587,17,2017-04-13,1.0,Approved,Solex,Standard,high,medium,1024.66,614.8,Fairlie Alasdair,2017,4,13,Thursday,2017Q2,38,409.8600000000001,30-39,2099 New South Wales Australia,-33.7500081,151.2860306
16164,2821,859 Harbort Alley,2099,New South Wales,Fairlie,Alasdair,Male,13,1985-01-23,Human Resources Assistant III,Property,No,12684,49,2017-02-10,1.0,Approved,Trek Bicycles,Road,medium,medium,533.51,400.13,Fairlie Alasdair,2017,2,10,Friday,2017Q1,38,133.38,30-39,2099 New South Wales Australia,-33.7500081,151.2860306
16174,2823,82010 Lakewood Center,2770,New South Wales,Weidar,Antognazzi,Male,98,1971-04-20,Budget/Accounting Analyst IV,Property,No,16182,19,2017-12-18,1.0,Approved,OHM Cycles,Road,high,large,12.01,7.21,Weidar Antognazzi,2017,12,18,Monday,2017Q4,52,4.8,50-59,2770 New South Wales Australia,-33.7610185,150.8086082
16175,2823,82010 Lakewood Center,2770,New South Wales,Weidar,Antognazzi,Male,98,1971-04-20,Budget/Accounting Analyst IV,Property,No,10133,19,2017-08-25,0.0,Approved,OHM Cycles,Road,high,large,12.01,7.21,Weidar Antognazzi,2017,8,25,Friday,2017Q3,52,4.8,50-59,2770 New South Wales Australia,-33.7610185,150.8086082
16176,2823,82010 Lakewood Center,2770,New South Wales,Weidar,Antognazzi,Male,98,1971-04-20,Budget/Accounting Analyst IV,Property,No,19380,61,2017-08-10,0.0,Approved,OHM Cycles,Standard,low,medium,71.16,56.93,Weidar Antognazzi,2017,8,10,Thursday,2017Q3,52,14.229999999999997,50-59,2770 New South Wales Australia,-33.7610185,150.8086082
16177,2823,82010 Lakewood Center,2770,New South Wales,Weidar,Antognazzi,Male,98,1971-04-20,Budget/Accounting Analyst IV,Property,No,12561,73,2017-07-29,0.0,Approved,Solex,Standard,medium,medium,1945.43,333.18,Weidar Antognazzi,2017,7,29,Saturday,2017Q3,52,1612.25,50-59,2770 New South Wales Australia,-33.7610185,150.8086082
16178,2824,643 Clyde Gallagher Road,3107,Victoria,Lombard,Essame,Male,41,1995-06-11,Assistant,Entertainment,No,12385,99,2017-08-30,0.0,Approved,OHM Cycles,Standard,medium,medium,1227.34,770.89,Lombard Essame,2017,8,30,Wednesday,2017Q3,28,456.44999999999993,20-29,3107 Victoria Australia,-37.7641408,145.1099967
16179,2824,643 Clyde Gallagher Road,3107,Victoria,Lombard,Essame,Male,41,1995-06-11,Assistant,Entertainment,No,16713,43,2017-08-19,1.0,Approved,Solex,Standard,medium,medium,1151.96,649.49,Lombard Essame,2017,8,19,Saturday,2017Q3,28,502.47,20-29,3107 Victoria Australia,-37.7641408,145.1099967
16180,2824,643 Clyde Gallagher Road,3107,Victoria,Lombard,Essame,Male,41,1995-06-11,Assistant,Entertainment,No,5563,39,2017-04-15,1.0,Approved,Giant Bicycles,Standard,medium,large,1812.75,582.48,Lombard Essame,2017,4,15,Saturday,2017Q2,28,1230.27,20-29,3107 Victoria Australia,-37.7641408,145.1099967
16181,2824,643 Clyde Gallagher Road,3107,Victoria,Lombard,Essame,Male,41,1995-06-11,Assistant,Entertainment,No,19299,73,2017-04-02,0.0,Approved,Solex,Standard,medium,medium,1945.43,333.18,Lombard Essame,2017,4,2,Sunday,2017Q2,28,1612.25,20-29,3107 Victoria Australia,-37.7641408,145.1099967
